@RELATION stars

@ATTRIBUTE object_id STRING
@ATTRIBUTE spectral_class NUMERIC
@ATTRIBUTE luminosity_class NUMERIC
@ATTRIBUTE motion_type NUMERIC
@ATTRIBUTE v_magnitude NUMERIC
@ATTRIBUTE parallax NUMERIC
@ATTRIBUTE pm_ra NUMERIC
@ATTRIBUTE pm_dec NUMERIC
@ATTRIBUTE radial_velocity NUMERIC
@ATTRIBUTE ra_degrees NUMERIC
@ATTRIBUTE dec_degrees NUMERIC
@ATTRIBUTE b_magnitude NUMERIC
@ATTRIBUTE r_magnitude NUMERIC
@ATTRIBUTE g_magnitude NUMERIC
@ATTRIBUTE j_magnitude NUMERIC
@ATTRIBUTE h_magnitude NUMERIC
@ATTRIBUTE k_magnitude NUMERIC
@ATTRIBUTE i_magnitude NUMERIC
@ATTRIBUTE distance_pc NUMERIC

@DATA
'HIP 8148','A','V','Normal',6.24,6.5331,18.111,3.277,4.6,26.19238,57.089232,6.3,?,?,6.011,6.017,5.978,?,153.07
'HIP 50206','G','V','Normal',10.59,0.9743,-0.107,-3.437,-28.48,153.742649,37.143996,11.52,?,?,8.997,8.519,8.408,?,1026.38
'HR 1447','K','III','Normal',6.052,4.3645,0.511,29.389,-2.13,68.342029,-10.785337,7.446,?,?,3.802,2.98,2.826,?,229.12
'HD 113866','M','III','Normal',5.61,5.4634,28.883,-43.94,-5.15,196.594175,22.616187,7.22,?,?,0.92,0.03,-0.23,?,183.04
'HIP 66025','K','V','Normal',8.15,1.4075,-17.141,-19.772,5.94,203.046036,10.147461,9.73,?,?,5.125,4.324,4.063,?,710.48
'HD 228924','Unknown','V','Normal',10.5,1.5454,2.978,4.171,?,304.867132,42.064921,10.82,?,?,9.883,9.768,9.722,?,647.08
'HD 10551','F','IV','Normal',9.76,3.6542,-24.382,-16.813,-0.54,25.51345,-38.740287,10.24,?,?,8.904,8.685,8.631,?,273.66
'HD 71808','A','V','Normal',8.85,2.6946,-2.693,8.496,?,126.63826,-57.301746,8.91,?,?,8.797,8.825,8.832,?,371.11
'HIP 49746','M','III','Normal',7.88,1.7722,-5.061,-27.978,-32.34,152.330648,38.430678,9.44,?,?,4.395,3.51,3.177,?,564.27
'HR 7395','B','II','Normal',5.15,5.7765,4.497,13.514,-22.0,291.538029,36.317898,5.03,?,?,5.305,5.429,5.44,?,173.12
'HIP 68855','A','V','Normal',9.13,6.0748,-28.199,-8.107,?,211.489027,-13.073669,9.41,?,?,8.317,8.167,8.091,?,164.61
'HD 349101','A','V','Normal',10.36,1.3032,-0.126,-5.422,-17.3225,279.904521,19.173349,10.47,?,?,10.019,10.004,9.991,?,767.34
'HD 221039','K','III','Normal',7.45,4.6597,39.28,12.212,12.95,352.047783,60.057659,8.52,?,?,5.584,5.067,4.963,?,214.61
'HD 231617','Unknown','V','Normal',10.91,1.8119,2.554,1.059,?,292.594026,17.47552,11.15,?,?,10.03,9.95,9.885,?,551.91
'HR 3046','K','III','High_Proper_Motion',4.71,14.7735,-102.498,-78.635,-0.36,117.083999,-47.077724,5.77,?,?,2.98,2.423,2.31,?,67.69
'HD 129162','B','V','Normal',8.21,2.4735,-11.467,-8.456,?,220.498591,-32.814295,8.19,?,?,8.176,8.259,8.246,?,404.29
'HR 8142','K','IV','High_Proper_Motion',6.4,9.7409,-212.348,-66.042,38.48,319.725748,-28.765819,7.37,?,?,4.66,3.939,3.903,?,102.66
'HD 65252','G','V','Normal',8.36,9.9068,26.636,5.598,11.71,118.65575,-58.732191,8.94,?,?,7.259,6.94,6.917,?,100.94
'HD 19346','A','V','Normal',7.98,3.2882,-13.462,-8.699,?,46.696064,2.714446,8.09,?,?,7.652,7.574,7.577,?,304.12
'HIP 73093','F','IV','High_Proper_Motion',7.11,7.0566,-43.141,-41.034,-19.5,224.070135,3.416147,7.51,?,?,6.285,6.125,6.034,?,141.71
'HD 346269','K','V','Normal',10.51,1.1459,-0.494,-2.638,23.74,304.260239,23.359355,11.45,?,?,8.621,8.107,8.008,?,872.68
'HD 5003','K','V','Normal',10.11,0.9023,-0.075,-9.025,55.21,12.581773,-73.603129,11.51,?,?,7.757,7.04,6.846,?,1108.28
'HIP 33094','G','V','High_Proper_Motion',6.04,38.7983,282.212,-441.741,72.416,103.391427,-28.539794,6.75,?,?,4.798,4.565,4.334,?,25.77
'HIP 24777','K','V','High_Proper_Motion',9.06,23.5414,229.166,-42.834,54.895,79.678307,-14.018457,9.89,?,?,7.584,7.196,7.092,?,42.48
'HIP 61425','A','V','Normal',10.83,1.6851,-34.534,-29.645,-62.31,188.806449,47.246169,11.06,?,?,10.437,10.339,10.306,?,593.44
'HR 8257','F','IV','Normal',6.31,13.7171,139.251,-33.137,-42.7,323.829652,28.197607,6.66,?,?,5.499,5.36,5.306,?,72.9
'HR 1805','K','III','Normal',5.059,6.4359,-1.05,-38.934,30.69,81.912016,34.47588,6.467,?,?,2.905,2.167,2.104,?,155.38
'HR 2290','G','V','High_Proper_Motion',6.608,38.3524,234.059,-266.258,59.67,95.025562,-48.741091,7.263,?,?,5.495,5.249,5.1,?,26.07
'HR 1235','K','III','Normal',5.589,4.9569,0.137,-37.855,-5.1,59.875552,-12.574425,7.075,?,?,3.186,2.388,2.258,?,201.74
'HIP 85394','G','V','Normal',8.26,7.8896,37.781,-10.402,-10.37,261.751327,57.816736,8.74,?,?,7.333,7.143,7.069,?,126.75
'HIP 36223','G','III','Normal',7.57,1.2568,-6.413,0.393,23.11,111.891476,-21.146034,8.32,?,?,5.89,5.415,5.28,?,795.67
'HD 30641','F','V','High_Proper_Motion',8.56,11.727,-41.872,-40.624,3.64,71.616688,-54.870513,9.05,?,?,7.695,7.472,7.41,?,85.27
'HIP 62945','K','V','Normal',7.47,2.7124,-9.812,11.248,-57.86,193.483688,87.648317,8.91,?,?,5.011,4.378,?,?,368.68
'HIP 90684','Unknown','V','Normal',10.66,1.1254,-0.308,-7.112,?,277.543922,-19.85165,11.72,?,?,7.643,6.944,6.704,?,888.57
'HD 18486','G','III','Normal',9.86,1.044,0.075,-1.748,-4.55,44.427665,-23.280656,11.023,9.586,10.373,7.628,6.947,6.766,8.967,957.85
'HIP 42782','K','V','Normal',9.0,0.967,4.325,-7.962,22.15,130.761691,40.230256,10.53,?,?,6.193,5.431,5.186,?,1034.13
'HR 1223','A','V','Normal',6.53,15.6621,23.611,-33.438,-2.0,59.5131,34.813969,6.74,?,?,6.067,6.023,5.978,?,63.85
'HD 37902','A','V','Normal',8.9,3.95,-3.348,-6.303,?,85.593983,12.977957,9.14,?,?,8.096,7.992,7.961,?,253.16
'HIP 27544','B','V','Normal',8.39,2.9071,-5.601,-9.775,?,87.492015,14.880157,8.46,?,?,8.067,8.058,8.032,?,343.99
'HIP 22724','K','III','Normal',6.94,4.656,27.682,14.085,89.84,73.320489,-38.144246,8.39,?,?,4.789,3.931,3.822,?,214.78
'HIP 86525','A','V','Normal',8.94,3.4717,-5.864,12.397,1.03098,265.233263,74.447503,9.14,?,?,8.499,8.474,8.443,?,288.04
'HR 2846','F','V','Normal',5.24,30.8067,-56.45,-121.068,-82.3,111.934822,21.445279,5.62,?,?,4.256,4.163,4.142,?,32.46
'HD 91519','A','III','Normal',7.7,4.3581,-26.982,13.377,?,158.37238,-36.065994,7.98,?,?,7.141,7.073,7.02,?,229.46
'HR 8828','G','III','Normal',6.808,5.5518,29.222,-4.877,-25.9,348.313782,-49.618601,7.734,?,?,5.169,4.668,4.514,?,180.12
'HIP 1574','K','III','Normal',8.98,1.9864,19.248,4.66,5.31,4.907021,-43.08211,10.1,?,?,7.067,6.497,6.361,?,503.42
'HD 143810','F','V','Normal',10.143,6.7607,-24.775,-16.14,-11.5726,240.697776,-10.632428,10.67,10.026,10.365,8.953,8.766,8.643,9.778,147.91
'HIP 112410','K','V','Normal',7.61,6.4336,1.171,14.0,-27.36,341.526001,38.499564,8.61,?,?,5.871,5.389,5.25,?,155.43
'HIP 22514','F','V','Normal',7.88,7.3932,22.534,19.694,-8.82,72.668503,-45.668363,8.4,?,?,6.968,6.774,6.691,?,135.26
'HD 332228','A','V','Normal',11.11,1.1804,1.501,0.988,?,306.085131,33.940476,11.45,?,?,10.572,10.525,10.478,?,847.17
'HIP 15111','G','IV','High_Proper_Motion',8.6,9.7727,33.083,-55.937,-11.36,48.729304,56.304791,9.26,?,?,7.412,7.115,7.074,?,102.33
'HR 2754','A','IV','Normal',?,6.77,-1.28,-1.81,-0.5,108.008249,-63.190059,?,?,?,6.037,6.132,6.036,?,147.71
